date,요일,청양고추_거래량(kg),청양고추_가격(원/kg),시금치_거래량(kg),시금치_가격(원/kg),토마토_거래량(kg),토마토_가격(원/kg),파프리카_거래량(kg),파프리카_가격(원/kg),깻잎_거래량(kg),깻잎_가격(원/kg),미나리_거래량(kg),미나리_가격(원/kg),양파_거래량(kg),양파_가격(원/kg),풋고추_거래량(kg),풋고추_가격(원/kg)
2017-02-04,토요일,205110,3060,190430,1970,84000,2750,6140,6220,39560,7590,40020,2780,366580,1090,283290,3520
2017-02-05,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-02-06,월요일,207450,3030,192040,1970,85410,2760,6100,6090,40320,7510,40020,2760,366700,1100,286210,3480
2017-02-07,화요일,207940,3000,193370,1950,86350,2770,7000,5440,40460,7420,40010,2740,367750,1100,286140,3450
2017-02-08,수요일,207960,2970,194740,1940,87300,2770,6740,5360,40620,7330,39980,2720,370020,1110,285910,3410
2017-02-09,목요일,207130,2950,196180,1930,86700,2790,6820,5190,40630,7230,39980,2730,368080,1110,284990,3390
2017-02-10,금요일,205880,2930,196730,1910,88100,2800,5800,5270,40690,7160,40110,2730,365690,1120,283970,3370
2017-02-11,토요일,203840,2920,193630,1900,88320,2810,5570,5340,40500,7080,39210,2730,361740,1120,281260,3350
2017-02-12,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-02-13,월요일,203010,2920,192050,1890,89590,2820,6010,5420,40810,7000,39130,2740,360590,1120,280180,3340
2017-02-14,화요일,202310,2920,190430,1880,90700,2820,6020,5430,40720,6930,38870,2760,361680,1130,279050,3330
2017-02-15,수요일,201750,2910,189330,1880,91670,2830,6490,5260,40790,6870,38670,2760,359570,1130,278300,3320
2017-02-16,목요일,201160,2900,188240,1870,91240,2840,6420,5150,40760,6800,38590,2770,361040,1130,277830,3310
2017-02-17,금요일,200550,2890,187490,1860,93170,2850,6910,5020,40910,6740,38480,2780,360050,1130,277060,3300
2017-02-18,토요일,199850,2880,186250,1850,94080,2860,6780,4990,40950,6680,38320,2800,356200,1140,275940,3290
2017-02-19,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-02-20,월요일,200270,2880,185960,1840,96310,2860,6770,4880,41510,6620,38230,2810,357040,1140,276870,3290
2017-02-21,화요일,199770,2880,185070,1830,97510,2860,6880,4810,41530,6570,38070,2840,355790,1140,276330,3290
2017-02-22,수요일,199060,2880,184560,1820,98830,2860,6480,4800,41670,6510,37970,2850,354590,1140,275790,3300
2017-02-23,목요일,198360,2890,183480,1810,98310,2860,6540,4880,41670,6450,37910,2870,350890,1140,275020,3300
2017-02-24,금요일,197850,2890,182780,1800,100350,2860,5840,5060,41800,6400,37970,2870,347490,1140,274540,3290
2017-02-25,토요일,197470,2880,181770,1790,101200,2860,5760,5120,41860,6350,38030,2870,344280,1140,273990,3290
2017-02-26,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-02-27,월요일,198410,2880,181780,1780,103260,2860,5490,5140,42160,6310,38120,2880,343070,1140,275560,3290
2017-02-28,화요일,198070,2890,181560,1780,104020,2860,5280,5230,42050,6270,38120,2900,341420,1140,275190,3300
2017-03-01,수요일,197800,2890,181020,1770,105000,2860,5230,5290,42000,6250,38110,2910,339590,1140,275100,3300
2017-03-02,목요일,197620,2890,180610,1760,105350,2860,5390,5360,41930,6240,38050,2930,338580,1140,275100,3310
2017-03-03,금요일,197600,2900,180600,1750,107590,2860,5280,5270,41990,6220,38070,2940,337110,1140,275260,3310
2017-03-04,토요일,197650,2900,180190,1750,109150,2860,5220,5350,42030,6210,38110,2950,335260,1140,275490,3320
2017-03-05,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-03-06,월요일,199180,2900,181090,1740,112150,2860,4940,5310,42430,6210,38200,2970,337440,1150,278070,3320
2017-03-07,화요일,199770,2890,181360,1720,113530,2860,5010,5330,42450,6190,38290,2980,337580,1150,279120,3320
2017-03-08,수요일,200000,2890,181580,1710,114780,2860,5290,5330,42550,6180,38410,2980,335400,1150,279850,3310
2017-03-09,목요일,199730,2880,181230,1700,115220,2860,5360,5190,42570,6150,38470,2980,335890,1150,279850,3300
2017-03-10,금요일,199630,2880,180870,1680,117870,2850,5410,5150,42680,6130,38580,2980,335900,1150,279990,3290
2017-03-11,토요일,199630,2870,180100,1670,119360,2850,6450,4780,42710,6100,38690,2970,334610,1160,279850,3280
2017-03-12,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-03-13,월요일,200610,2860,180100,1660,122540,2840,6960,4580,43050,6070,38890,2970,335410,1160,281500,3270
2017-03-14,화요일,201070,2850,179420,1650,123700,2840,6730,4430,43030,6050,39090,2980,337640,1160,282210,3260
2017-03-15,수요일,201480,2840,179040,1640,125910,2830,6450,4260,43080,6020,39270,2980,336870,1150,283160,3250
2017-03-16,목요일,201510,2830,178480,1630,126690,2830,6400,4070,43110,5990,39440,2980,338840,1150,283570,3230
2017-03-17,금요일,201580,2810,177990,1620,129400,2820,6580,3940,43210,5960,39680,2980,337910,1150,283970,3220
2017-03-18,토요일,201430,2800,177380,1610,130830,2820,6340,3860,43270,5940,39830,2980,337280,1150,283890,3210
2017-03-19,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-03-20,월요일,201930,2790,177370,1600,133980,2820,6030,3820,43630,5910,40040,2980,335830,1150,285260,3200
2017-03-21,화요일,202060,2780,176770,1590,135120,2810,6290,3680,43650,5880,40190,2980,334910,1150,285890,3190
2017-03-22,수요일,202050,2780,176360,1580,136410,2810,6470,3510,43700,5860,40400,2980,333600,1160,286470,3180
2017-03-23,목요일,201780,2770,175590,1570,136580,2800,6840,3400,43540,5830,40330,2980,332500,1160,286380,3170
2017-03-24,금요일,202260,2760,175300,1560,138630,2800,6720,3300,43650,5800,40430,2980,331230,1160,287410,3160
2017-03-25,토요일,202680,2750,174720,1550,140100,2800,6140,3270,43720,5770,40590,2980,329150,1160,288260,3150
2017-03-26,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-03-27,월요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-03-28,화요일,204410,2730,173930,1540,143580,2800,6420,3080,44060,5720,40920,2990,328440,1160,291530,3120
2017-03-29,수요일,204800,2720,173510,1530,144820,2800,6310,3040,44110,5700,41120,2990,330300,1170,292530,3110
2017-03-30,목요일,204850,2710,172970,1520,145110,2790,5840,3070,44050,5680,41270,2990,329170,1170,293090,3090
2017-03-31,금요일,205080,2700,172550,1520,146440,2790,5800,3130,44080,5660,41430,2990,328370,1170,293740,3080
2017-04-01,토요일,205170,2690,171810,1510,147630,2800,6110,3150,44070,5640,41550,2980,329740,1170,294190,3060
2017-04-02,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-04-03,월요일,206100,2680,171600,1500,150090,2800,5520,3240,44280,5620,41750,2980,334700,1170,296100,3050
2017-04-04,화요일,206240,2670,171340,1500,151400,2800,5220,3340,44230,5610,41930,2980,339190,1170,296700,3040
2017-04-05,수요일,206370,2660,170870,1490,153280,2800,5360,3460,44260,5590,42110,2970,344100,1170,297240,3030
2017-04-06,목요일,206310,2650,170280,1490,154060,2790,5300,3450,44220,5580,42240,2970,347750,1170,297430,3020
2017-04-07,금요일,206420,2640,169720,1480,156260,2790,6230,3400,44280,5570,42390,2950,352370,1170,297940,3010
2017-04-08,토요일,206560,2630,169100,1470,158650,2790,5770,3430,44300,5560,42460,2950,356830,1170,298540,2990
2017-04-09,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-04-10,월요일,207720,2620,168730,1470,163090,2780,5970,3450,44500,5550,42520,2960,367910,1170,300690,2980
2017-04-11,화요일,207960,2620,168300,1460,165940,2770,6660,3330,44480,5540,42660,2950,374280,1160,301280,2970
2017-04-12,수요일,207990,2610,167630,1460,169810,2770,6500,3260,44530,5520,42770,2950,383780,1160,301680,2960
2017-04-13,목요일,207960,2600,167000,1460,172100,2760,6530,3230,44530,5510,42880,2940,388700,1160,301940,2950
2017-04-14,금요일,208100,2590,166440,1450,175800,2750,6410,3190,44570,5500,42960,2930,398220,1150,302400,2950
2017-04-15,토요일,208170,2590,165810,1450,179170,2730,6750,3080,44550,5500,43010,2930,406770,1150,302600,2940
2017-04-16,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-04-17,월요일,209030,2580,165250,1440,183800,2720,6780,3020,44770,5490,43140,2920,417410,1150,304150,2930
2017-04-18,화요일,209080,2580,164540,1440,186240,2700,6440,2970,44750,5480,43210,2910,424470,1140,304600,2930
2017-04-19,수요일,209210,2570,163880,1440,188730,2690,7070,2920,44840,5470,43300,2900,430690,1140,305240,2920
2017-04-20,목요일,209280,2570,163260,1440,190490,2680,6900,2900,44840,5460,43340,2890,439310,1130,305610,2910
2017-04-21,금요일,209600,2560,162680,1430,193000,2670,6320,2840,44880,5440,43400,2870,450110,1130,306190,2900
2017-04-22,토요일,209650,2550,162000,1430,194770,2660,6290,2810,44880,5430,43480,2860,458670,1120,306350,2890
2017-04-23,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-04-24,월요일,210220,2540,161480,1430,198580,2650,6600,2700,45070,5420,43530,2850,469090,1120,307570,2890
2017-04-25,화요일,210170,2540,160860,1430,200210,2640,6390,2740,45040,5420,43570,2840,478290,1110,307860,2880
2017-04-26,수요일,210300,2540,160160,1430,202290,2630,6070,2650,45070,5410,43610,2820,488110,1110,308490,2880
2017-04-27,목요일,210270,2540,159490,1430,203510,2620,6150,2670,45060,5400,43760,2810,495360,1110,308780,2880
2017-04-28,금요일,210300,2540,158800,1430,205220,2610,6330,2700,45130,5400,43820,2800,501410,1100,309280,2870
2017-04-29,토요일,210320,2540,158110,1430,206930,2600,6010,2800,45180,5390,43840,2790,508410,1100,309680,2870
2017-04-30,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-05-01,월요일,211230,2530,157550,1430,210020,2600,5890,2860,45410,5390,43840,2790,521560,1090,311650,2870
2017-05-02,화요일,211460,2540,156990,1430,211540,2590,6310,2780,45420,5380,43860,2780,528010,1090,312600,2860
2017-05-03,수요일,211370,2540,156250,1430,212820,2580,6160,2840,45440,5380,43790,2770,534520,1090,313150,2860
2017-05-04,목요일,211280,2540,155530,1430,213560,2580,6210,2820,45400,5380,43750,2760,540680,1080,313470,2860
2017-05-05,금요일,211150,2540,154760,1420,215100,2570,6100,2760,45380,5380,43690,2750,545160,1080,313660,2850
2017-05-06,토요일,211150,2550,153980,1420,216590,2560,6050,2740,45400,5390,43660,2740,545850,1080,313940,2850
2017-05-07,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-05-08,월요일,212110,2560,153360,1420,219520,2550,5970,2680,45670,5390,43630,2730,550290,1080,316020,2850
2017-05-09,화요일,212190,2560,152650,1430,220590,2540,5530,2690,45650,5390,43570,2730,556070,1070,316550,2850
2017-05-10,수요일,212410,2560,151930,1430,221720,2530,5710,2680,45700,5390,43530,2720,558120,1080,317340,2840
2017-05-11,목요일,212670,2560,151280,1430,222300,2530,5980,2580,45710,5380,43480,2710,562280,1080,318150,2840
2017-05-12,금요일,213060,2550,150720,1430,223170,2520,6510,2550,45750,5380,43430,2700,568820,1070,318980,2830
2017-05-13,토요일,213360,2550,150240,1430,224270,2510,7110,2490,45770,5370,43360,2690,575730,1070,319500,2820
2017-05-14,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-05-15,월요일,214490,2540,149970,1430,225890,2500,6990,2560,45980,5360,43300,2680,586700,1070,321580,2810
2017-05-16,화요일,214650,2540,149570,1420,226420,2500,7020,2610,45940,5350,43240,2680,592570,1070,322030,2800
2017-05-17,수요일,214710,2530,149200,1420,227250,2490,7180,2640,45970,5340,43190,2670,598520,1070,322390,2800
2017-05-18,목요일,214460,2530,148730,1420,227390,2490,6650,2820,45960,5330,43130,2650,604500,1070,322300,2790
2017-05-19,금요일,214400,2530,148250,1410,228120,2480,6120,3030,45960,5320,43180,2640,609630,1060,322510,2790
2017-05-20,토요일,214330,2530,147730,1410,228840,2480,5620,3150,45940,5310,43200,2630,612190,1060,322600,2780
2017-05-21,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-05-22,월요일,214700,2530,147170,1410,230900,2470,5490,3220,46090,5300,43180,2620,620900,1060,323770,2780
2017-05-23,화요일,214820,2530,146570,1410,231720,2470,5470,3310,46080,5300,43140,2610,625260,1060,324430,2780
2017-05-24,수요일,215000,2530,145970,1410,233050,2460,5210,3450,46120,5290,43110,2600,630460,1060,325070,2770
2017-05-25,목요일,215140,2530,145350,1420,233720,2460,5650,3430,46110,5280,43060,2590,634430,1060,325640,2770
2017-05-26,금요일,215450,2530,144780,1420,235380,2450,5440,3350,46140,5280,43040,2570,638450,1060,326370,2770
2017-05-27,토요일,215640,2520,144200,1420,236680,2440,5660,3360,46150,5270,42990,2560,643470,1050,326940,2760
2017-05-28,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-05-29,월요일,216110,2520,143750,1430,239540,2440,5940,3350,46280,5260,42950,2550,651970,1050,328170,2750
2017-05-30,화요일,216110,2520,143360,1430,240460,2430,6060,3240,46250,5250,42920,2540,655780,1050,328490,2750
2017-05-31,수요일,216050,2520,142950,1430,241560,2420,6130,3130,46290,5240,42880,2530,661470,1050,328720,2740
2017-06-01,목요일,215840,2520,142410,1430,241840,2410,5910,3090,46260,5230,42800,2520,667470,1050,328720,2740
2017-06-02,금요일,215770,2530,142070,1430,243000,2400,6380,3030,46300,5230,42760,2510,672050,1050,328780,2740
2017-06-03,토요일,215770,2530,141620,1430,243750,2390,6470,2910,46330,5220,42680,2500,675740,1050,328900,2740
2017-06-04,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-06-05,월요일,216370,2530,141250,1430,246240,2380,7120,2760,46520,5210,42640,2490,682800,1040,330250,2740
2017-06-06,화요일,216480,2540,140790,1430,246900,2370,7000,2760,46520,5200,42610,2480,687800,1040,330770,2740
2017-06-07,수요일,216610,2540,140340,1430,247990,2370,6980,2680,46540,5190,42570,2470,690220,1040,331390,2740
2017-06-08,목요일,216710,2540,139850,1430,248290,2360,7210,2540,46490,5180,42530,2460,692620,1040,331930,2740
2017-06-09,금요일,216910,2540,139410,1430,249220,2350,6960,2460,46510,5180,42480,2450,695250,1040,332610,2740
2017-06-10,토요일,217070,2540,138910,1430,250370,2340,7360,2330,46530,5170,42450,2440,699870,1040,333140,2730
2017-06-11,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-06-12,월요일,217670,2550,138530,1440,252280,2330,7430,2260,46680,5170,42410,2430,709380,1040,334440,2730
2017-06-13,화요일,217660,2550,138020,1440,252640,2320,7760,2120,46680,5160,42350,2420,713240,1040,334730,2730
2017-06-14,수요일,217700,2550,137590,1440,253450,2320,7730,2070,46710,5150,42290,2410,715510,1040,335140,2720
2017-06-15,목요일,217690,2550,137160,1440,253670,2310,7390,2090,46720,5140,42280,2410,718410,1040,335410,2720
2017-06-16,금요일,217690,2550,136760,1440,254280,2300,7380,2070,46750,5130,42230,2400,720520,1030,335710,2720
2017-06-17,토요일,217660,2550,136320,1440,254860,2300,7010,2100,46800,5120,42190,2390,721000,1030,335970,2710
2017-06-18,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-06-19,월요일,218250,2550,136000,1440,256030,2290,6870,2070,46960,5120,42190,2380,723490,1030,337160,2710
2017-06-20,화요일,218200,2550,135480,1440,256150,2290,6840,2090,46910,5110,42130,2370,723110,1030,337270,2710
2017-06-21,수요일,218230,2550,135130,1440,256570,2280,7470,2020,46940,5100,42110,2350,724300,1030,337540,2700
2017-06-22,목요일,218290,2550,134740,1440,256770,2280,9150,1950,46970,5080,42060,2340,724210,1030,337830,2700
2017-06-23,금요일,218310,2550,134340,1440,257590,2270,9210,1890,47030,5070,42010,2330,724040,1030,338090,2690
2017-06-24,토요일,218330,2540,133900,1440,258420,2270,9940,1830,47090,5060,41980,2320,722780,1030,338310,2690
2017-06-25,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-06-26,월요일,218770,2540,133540,1440,260540,2260,9660,1820,47290,5050,42020,2310,721440,1030,339340,2680
2017-06-27,화요일,218810,2540,133150,1440,261760,2250,9880,1840,47330,5040,42000,2300,719460,1030,339670,2680
2017-06-28,수요일,218810,2540,132800,1440,262790,2240,9130,1870,47360,5020,41940,2290,717660,1020,339890,2670
2017-06-29,목요일,218770,2540,132410,1440,263430,2230,8610,1830,47390,5010,41890,2280,716420,1020,340000,2670
2017-06-30,금요일,218620,2540,132050,1440,264140,2230,9100,1810,47430,5000,41840,2280,715840,1020,340020,2670
2017-07-01,토요일,218490,2540,131560,1440,264930,2220,8690,1750,47490,4990,41800,2260,713590,1020,340100,2660
2017-07-02,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-07-03,월요일,218700,2540,131130,1440,266080,2210,8170,1760,47670,4970,41790,2260,712680,1020,340910,2660
2017-07-04,화요일,218550,2540,130730,1440,266580,2200,8230,1730,47720,4960,41740,2250,710830,1020,341040,2660
2017-07-05,수요일,218430,2540,130330,1440,266800,2190,8360,1700,47740,4950,41670,2240,709430,1020,341250,2650
2017-07-06,목요일,218170,2540,129760,1440,266850,2180,8220,1690,47680,4940,41570,2230,707150,1020,341100,2650
2017-07-07,금요일,218010,2540,129290,1450,266750,2170,8900,1670,47670,4920,41480,2220,705590,1020,341160,2650
2017-07-08,토요일,217690,2540,128720,1450,267190,2160,8840,1650,47680,4910,41390,2210,703350,1020,340910,2640
2017-07-09,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-07-10,월요일,217530,2540,128220,1460,268100,2150,9390,1610,47770,4910,41310,2210,701850,1020,341140,2640
2017-07-11,화요일,217260,2550,127710,1460,268050,2150,9350,1520,47760,4900,41250,2210,700450,1020,341090,2640
2017-07-12,수요일,216980,2550,127180,1470,268110,2140,9720,1450,47740,4900,41170,2200,698530,1020,340980,2640
2017-07-13,목요일,216740,2560,126640,1480,267990,2130,8560,1560,47690,4890,41080,2200,697140,1020,340840,2640
2017-07-14,금요일,216460,2560,126080,1490,267720,2120,7690,1610,47650,4900,40960,2200,695670,1020,340740,2640
2017-07-15,토요일,216060,2560,125480,1500,267580,2120,7760,1710,47620,4910,40850,2200,693440,1020,340390,2640
2017-07-16,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-07-17,월요일,215860,2570,124940,1520,268040,2110,7530,1760,47720,4920,40760,2200,692600,1020,340680,2650
2017-07-18,화요일,215650,2580,124380,1530,268030,2100,7150,1840,47710,4930,40660,2200,690800,1020,340740,2650
2017-07-19,수요일,215450,2580,123820,1550,267970,2100,6390,1970,47700,4940,40520,2200,689110,1020,340880,2650
2017-07-20,목요일,215200,2590,123220,1560,267760,2090,6530,1960,47670,4950,40420,2200,687710,1020,340760,2650
2017-07-21,금요일,214930,2590,122650,1570,267550,2090,6300,1940,47640,4970,40360,2200,686680,1020,340580,2650
2017-07-22,토요일,214390,2590,122110,1580,267460,2080,6190,1930,47650,4980,40290,2200,684830,1020,340020,2650
2017-07-23,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-07-24,월요일,213850,2610,121520,1590,267690,2080,5720,2030,47760,4980,40210,2200,683500,1020,339700,2660
2017-07-25,화요일,213320,2630,120960,1610,267560,2070,5720,2050,47760,4990,40110,2200,681760,1020,339230,2670
2017-07-26,수요일,213180,2640,120390,1610,267330,2070,6250,2010,47760,4990,40010,2200,679790,1020,339260,2680
2017-07-27,목요일,213240,2640,119810,1630,267000,2060,6540,1930,47760,4990,39890,2200,678390,1020,339500,2680
2017-07-28,금요일,212970,2640,119240,1640,266520,2060,6800,1950,47740,5000,39780,2200,676520,1020,339210,2680
2017-07-29,토요일,212440,2660,118640,1660,266160,2050,6200,1930,47720,5010,39670,2200,674380,1020,338570,2690
2017-07-30,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-07-31,월요일,212330,2670,118110,1680,265880,2050,6230,1960,47800,5020,39560,2210,673330,1020,338760,2700
2017-08-01,화요일,212010,2670,117560,1690,265330,2050,7060,1910,47790,5030,39460,2210,671220,1020,338550,2710
2017-08-02,수요일,211680,2680,117000,1710,264670,2050,7180,1940,47780,5040,39350,2210,669270,1020,338360,2710
2017-08-03,목요일,211550,2690,116430,1720,263880,2050,6940,2100,47770,5050,39250,2220,668060,1020,338480,2720
2017-08-04,금요일,211470,2700,115860,1740,263340,2050,7230,2080,47830,5070,39150,2230,666980,1020,338750,2730
2017-08-05,토요일,210540,2700,115240,1760,262140,2050,6790,2150,47650,5090,38960,2230,663650,1020,337270,2730
2017-08-06,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-08-07,월요일,210600,2710,114690,1780,261920,2050,6900,2120,47770,5100,38870,2240,663490,1020,337850,2730
2017-08-08,화요일,210520,2720,114160,1790,261360,2060,6170,2260,47750,5110,38780,2240,661860,1030,338130,2740
2017-08-09,수요일,210500,2720,113620,1810,260890,2060,6320,2360,47740,5120,38680,2250,660980,1030,338500,2730
2017-08-10,목요일,210470,2720,113080,1830,260390,2060,7430,2380,47700,5130,38580,2250,660440,1030,338670,2730
2017-08-11,금요일,210160,2720,112560,1850,259960,2060,6700,2540,47680,5140,38480,2250,659810,1030,338410,2740
2017-08-12,토요일,209690,2730,112020,1870,259670,2060,7960,2650,47670,5150,38370,2250,658370,1030,337870,2740
2017-08-13,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-08-14,월요일,209900,2740,111500,1890,259670,2060,7890,2740,47760,5160,38270,2260,657720,1030,338500,2740
2017-08-15,화요일,209870,2740,110990,1910,259070,2060,7650,2830,47730,5160,38160,2260,656090,1030,338620,2740
2017-08-16,수요일,209580,2740,110490,1930,258470,2060,7590,2830,47710,5170,38110,2260,654880,1030,338380,2740
2017-08-17,목요일,209200,2750,109990,1950,257960,2060,6160,2960,47700,5180,38020,2260,653600,1030,337910,2750
2017-08-18,금요일,209030,2750,109500,1970,257330,2060,6350,3100,47690,5180,37920,2270,652950,1030,337780,2750
2017-08-19,토요일,208820,2760,108990,1990,256920,2060,6390,3160,47690,5190,37820,2270,651570,1030,337520,2760
2017-08-20,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-08-21,월요일,208850,2770,108510,2010,256680,2060,6160,3500,47760,5200,37740,2270,651040,1030,337800,2760
2017-08-22,화요일,208480,2780,108040,2030,256090,2070,6330,3670,47750,5200,37640,2280,650150,1030,337390,2770
2017-08-23,수요일,208220,2790,107570,2050,255550,2070,5920,4370,47750,5210,37550,2280,649890,1030,337100,2770
2017-08-24,목요일,208150,2790,107110,2070,254970,2070,6050,4690,47730,5210,37450,2280,649010,1030,337080,2780
2017-08-25,금요일,207800,2800,106660,2090,254470,2070,5720,4990,47720,5210,37360,2290,648170,1030,336680,2780
2017-08-26,토요일,207420,2820,106200,2100,254180,2070,4610,5840,47710,5220,37250,2290,646680,1030,336200,2790
2017-08-27,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-08-28,월요일,207670,2830,105780,2120,254170,2070,4680,5990,47750,5220,37160,2300,646200,1030,336770,2800
2017-08-29,화요일,207680,2840,105360,2140,253690,2070,4400,6520,47700,5240,37070,2300,645830,1030,336860,2810
2017-08-30,수요일,207600,2850,104940,2160,253230,2080,3910,6800,47640,5260,36980,2310,644790,1030,336780,2820
2017-08-31,목요일,207470,2860,104540,2170,252740,2080,4140,6870,47590,5280,36880,2320,644150,1030,336640,2820
2017-09-01,금요일,207400,2870,104150,2180,252090,2080,3860,7280,47560,5310,36790,2330,644360,1030,336560,2830
2017-09-02,토요일,207240,2880,103750,2190,251600,2080,4180,7030,47540,5330,36700,2340,643060,1030,336330,2840
2017-09-03,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-09-04,월요일,207210,2880,103400,2200,251180,2090,4420,7300,47570,5360,36650,2340,643300,1030,336430,2840
2017-09-05,화요일,207010,2900,103050,2210,250510,2090,4610,7050,47530,5380,36590,2340,642580,1030,336230,2850
2017-09-06,수요일,206800,2910,102720,2230,249880,2100,5060,6580,47490,5400,36530,2340,642270,1040,335970,2860
2017-09-07,목요일,206580,2920,102410,2230,249210,2110,4820,6630,47460,5410,36470,2340,640840,1040,335690,2870
2017-09-08,금요일,206300,2940,102100,2240,248540,2120,4930,6250,47440,5430,36390,2340,640190,1040,335280,2880
2017-09-09,토요일,206100,2950,101790,2240,248170,2140,4880,5980,47440,5440,36330,2340,638680,1040,335010,2880
2017-09-10,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-09-11,월요일,206120,2960,101550,2250,248030,2150,4530,5640,47520,5440,36300,2340,637760,1040,335110,2890
2017-09-12,화요일,205880,2970,101340,2250,247560,2160,4650,5520,47490,5450,36240,2340,636630,1040,334770,2900
2017-09-13,수요일,205540,2990,101110,2250,247210,2160,4700,5350,47500,5450,36190,2340,636070,1040,334270,2910
2017-09-14,목요일,205470,3000,100900,2250,246790,2170,5190,5140,47500,5450,36120,2340,635180,1040,334180,2920
2017-09-15,금요일,205430,3010,100720,2250,246540,2170,5190,5070,47490,5440,36060,2340,635490,1040,334060,2930
2017-09-16,토요일,205330,3010,100510,2250,246360,2180,5100,5140,47480,5450,35990,2340,634510,1040,333850,2930
2017-09-17,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-09-18,월요일,205410,3020,100400,2250,246320,2180,5280,5190,47540,5450,35940,2340,634950,1040,334000,2940
2017-09-19,화요일,205300,3030,100320,2250,246020,2180,5270,5240,47530,5450,35890,2340,634800,1040,333850,2950
2017-09-20,수요일,205330,3030,100240,2250,245700,2180,5510,5370,47520,5450,35850,2340,634690,1040,333870,2950
2017-09-21,목요일,205270,3040,100160,2250,245290,2180,5620,5610,47500,5450,35810,2340,634240,1040,333740,2950
2017-09-22,금요일,205260,3040,100100,2250,244880,2180,6920,5510,47470,5450,35760,2340,633820,1040,333690,2960
2017-09-23,토요일,205280,3040,100030,2250,244670,2180,7880,5420,47470,5460,35710,2340,632910,1040,333690,2960
2017-09-24,일요일,0,,99600,2260,0,,0,,47260,5470,0,,630140,1040,0,
2017-09-25,월요일,205540,3040,99680,2260,244480,2180,8570,5240,47320,5470,35680,2340,629770,1040,334110,2960
2017-09-26,화요일,205730,3040,99840,2260,244090,2180,8670,5170,47320,5470,35650,2350,629170,1040,334400,2960
2017-09-27,수요일,205890,3040,100030,2260,243690,2180,8670,5000,47330,5470,35620,2350,628770,1040,334690,2960
2017-09-28,목요일,205990,3040,100290,2250,243290,2180,8750,4710,47340,5470,35600,2350,627850,1040,334890,2960
2017-09-29,금요일,205980,3040,100700,2250,242910,2170,8850,4500,47370,5470,35590,2360,627020,1040,335050,2950
2017-09-30,토요일,206140,3040,101190,2250,242700,2170,9580,4150,47420,5480,35580,2370,625930,1040,335430,2950
2017-10-01,일요일,205310,3040,100820,2260,241710,2180,8240,3640,47230,5480,35430,2370,623330,1040,334050,2950
2017-10-02,월요일,205650,3050,101700,2260,241840,2170,8740,3500,47400,5500,35480,2390,622120,1040,334750,2960
2017-10-03,화요일,205160,3060,101730,2270,241420,2170,8030,3580,47390,5500,35420,2410,619670,1040,333980,2960
2017-10-04,수요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-10-05,목요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-10-06,금요일,204290,3070,101310,2270,0,,0,,47200,5500,0,,0,,332560,2960
2017-10-07,토요일,203820,3070,101130,2270,241420,2170,3820,3730,47070,5510,35380,2400,617680,1040,331800,2970
2017-10-08,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2017-10-09,월요일,204710,3070,101280,2260,241540,2160,3120,4860,47390,5500,35340,2410,616490,1050,333220,2960
2017-10-10,화요일,204980,3070,101440,2260,241490,2160,5740,4140,47450,5490,35320,2410,616070,1050,333680,2960
